物料代號,供應商簡稱,品名規格,單價,幣別,單位,預設收貨廠區
07-MIW-Dual-Point-Test-Fixture-ITU,全葳,07-MIW-Dual-Point-Test-Fixture-ITU(流水線,3300,TWD,PCS,新信路生產基地
07-MJW-D Sub,全葳,MJW-D-SUB,316.67,TWD,SET,新信路生產基地
07-MJWI40-Burn-In,全葳,MJWI40-Burn-In 子座,163.33,TWD,SET,新信路生產基地
07-MJWI40-Short Pin Test,全葳,MJWI40-短PIN&0201SMT迴焊實驗PCB,32.5,TWD,SET,新信路生產基地
07-MJWI40-TEST,全葳,MJWI40-測試板,127.5,TWD,SET,新信路生產基地
07-MJWI40-test_V2,全葳,MJWI40-test_V2,45,TWD,SET,新信路生產基地
07-MKW-D Sub,全葳,MKW-D-SUB,316.67,TWD,SET,新信路生產基地
07-MKWI80-BURN-IN,全葳,MKWI80-BURN-IN,220,TWD,SET,新信路生產基地
07-MOM-BOARDDESIGN-V2R0,全葳,07-MOTHER-BOARDDESIGN-V2R0 測試母座使用,616.67,TWD,SET,新信路生產基地
07-MRZI150-24V-TestBoard,全葳,MRZI150-24Vin-測試子座(FOR台達ATE),425,TWD,SET,新信路生產基地
07-MRZI150-24Vin-Burn-in,全葳,MRZI150-24Vin-Burn-in子座,233.33,TWD,PCS,新信路生產基地
07-MRZI150-24Vin-test-sub,全葳,MRZI150-24Vin 測試子座,400,TWD,SET,新信路生產基地
07-MRZI150-TEST-SUB-BLOCK,全葳,MRZI150-TEST-SUB-BLOCK(測試子座),160,TWD,SET,新信路生產基地
07-MRZI75-ATE-Test,全葳,MRZI75-ATE測試子座,280,TWD,PCS,新信路生產基地
07-MSAU300 HIPOT,全葳,MSAU300 HIPOT_V0,850,TWD,SET,新信路生產基地
07-O-07-BURN-IN CAR PCB,全葳,BURN-IN CAR 雙層PCB板,297.27,TWD,PCS,新信路生產基地
07-O-MJWI40-Burn-in-PCB,全葳,MJWI40 Burn-in小板,158.67,TWD,PCS,新信路生產基地
07-PIN Header_V0,全葳,訊號PIN HEADER_V0 測試板,250,TWD,SET,新信路生產基地
07-REMOTE-V10,全葳,新式測試母座REMOTE板,450,TWD,SET,新信路生產基地
07-Y4-MDW-V2.0,全葳,Y4-MDW-V2.0,7038,TWD,SET,新信路生產基地
07-Y4-MIW1000-V2.0,全葳,Y4-MIW1000-V2.0,8625,TWD,SET,新信路生產基地
07-Y4-MIW1100-V2.0,全葳,Y4-MIW1100-V2.0,7038,TWD,SET,新信路生產基地
07-YAMAHA DOUBLE CONTACT-V10,全葳,自動手臂雙接點MIW1000測試子座,830,TWD,SET,新信路生產基地
07-DB7530-12HBA,南一,DATECH DB7530-12HBA 12V鼓風扇,168,TWD,PCS,新信路生產基地
07S-Recorder-Basic-Service,仲鈜,仲鈜-64通道記錄器(基本型) 檢修費,9000,TWD,SET,新信路生產基地
07-BTC9100-BOX,正泰,單點數位溫度控制箱,15000,TWD,PCS,新信路生產基地
07-HEATER-6.35mmx210mm-1.3M,正泰,卡式電熱管(Φ6.35mm/L210mm/出線1.3M),1850,TWD,PCS,新信路生產基地
07-HEATER-6.35mmx30mm-1M,正泰,卡式電熱管(Φ6.35mm/L30mm/出線1M),900,TWD,PCS,新信路生產基地
07-KTYPE-M5-L20mm-1.3M,正泰,K熱電偶(M5/L20mm/出線1.3M),500,TWD,PCS,新信路生產基地
07-MAX6675-Module,華懋,MAX6675溫度模組,150,TWD,PCS,新信路生產基地
07-ACON-CYB-10WAI-NP-5-0,新協祥,ACON-CYB-10WAI-NP-5-0,4000,TWD,PCS,新信路生產基地
07-PCON-CYB-35PWAI-NP-5-0,新協祥,PCON-CYB-35PWAI-NP-5-0,3200,TWD,PCS,新信路生產基地
07-PCON-CYB-42PWAI-NP-5-0,新協祥,PCON-CYB-42PWAI-NP-5-0,3200,TWD,PCS,新信路生產基地
07-RCA2-TCA3NA-I-10-1-30,新協祥,RCA2-TCA3NA-I-10-1-30-A3-M,23000,TWD,PCS,新信路生產基地
07-RCP6-SA4C-WA-35P-10-400,新協祥,RCP6-SA4C-WA-35P-10-400-P3-M,15600,TWD,PCS,新信路生產基地
07-RCP6-SA4C-WA-35P-5-150,新協祥,RCP6-SA4C-WA-35P-5-150-P3-R05-B,18100,TWD,PCS,新信路生產基地
07-RCP6-SA6C-WA-42P-20-800,新協祥,RCP6-SA6C-WA-42P-20-800-P3-M,21700,TWD,PCS,新信路生產基地
07-UR42-485R8-B1L20S01,新協祥,UR42-485R8-B1L20S01,2000,TWD,PCS,新信路生產基地
02-R150-24 R-0,照敏,02-R150-24 R-0/4層板/1.5T/6OZ,48500,TWD,SET,中華西路總部
07-Proofing Fee,照敏,打樣費,1260,TWD,SET,新信路生產基地
07-Proofing Fee-EC0005,照敏,EC0005(其他費用),2500,TWD,SET,新信路生產基地
07-25KG-BUCKET-TROLLEY,欣橋,25kg膠桶小台車,400,TWD,PCS,新信路生產基地
07-609.0100-20LT,欣橋,609.0100-20LT-輸料泵浦零件,1230,TWD,PCS,新信路生產基地
07-660.0235-1-ID2.5,欣橋,660.0235-1膠閥ID2.5(供料泵埔-小槍閥),830,TWD,PCS,新信路生產基地
07-660.0602-1-ID6,欣橋,660.0602-1膠閥ID6(供料泵埔-大槍閥),1970,TWD,PCS,新信路生產基地
07-ID6-GROUP,欣橋,660.0602-1膠閥ID6(供料泵埔-大槍閥整組),13700,TWD,SET,新信路生產基地
07-SPEED-CONTROL-DEVICE,欣橋,速度控制器,2200,TWD,SET,新信路生產基地
07S-1120-FREIGHT,欣橋,運費(不足5000 元運費),150,TWD,SET,新信路生產基地
07S-20L-NET108-200,欣橋,20L供料泵膠閥料管(AB各一組),8860,TWD,SET,新信路生產基地
07S-E-PREMIXED-H-STABILITY-2,欣橋,20L攪拌機擴充加熱功能與金屬固定防護片(2台/組),59000,TWD,SET,新信路生產基地
07S-GLADWAVE-FREIGHT,欣橋,廠商(欣橋)運費,100,TWD,PCS,新信路生產基地
07S-SERVICE-ATTENDANCE,欣橋,維修出勤費(人員1位、新北-台南 高鐵一天來回),9500,TWD,SET,新信路生產基地
07-AS1211F-M3-04,寧英,調速接頭(AS1211F-M3-04),150,TWD,SET,新信路生產基地
07-AS1211F-M5-04A,寧英,AS1211F-M5-04A,125,TWD,SET,新信路生產基地
07-AS2201F-01-04SA,寧英,AS2201F-01-04SA,160,TWD,SET,新信路生產基地
07-ASV220F-M5-04,寧英,ASV220F-M5-04,360,TWD,SET,新信路生產基地
07-AW20-02BG-B,寧英,調壓閥(AW20-02BG-B),740,TWD,SET,新信路生產基地
07-AXT100-DS25-030,寧英,電磁閥訊號線(AXT100-DS25-030),1360,TWD,SET,新信路生產基地
07-EQ_P-AMG650-10D,寧英,水滴分离器(AMG650-10D),6900,TWD,PCS,中華西路總部
07-EQ_P-AMH650-10D-T,寧英,-前置--器的微-分离器(AMH650-10D-T),9800,TWD,PCS,中華西路總部
07-EQ_P-CXSJL10-10-A93Z,寧英,雙桿缸(CXSJL10-10-A93Z),2550,TWD,PCS,中華西路總部
07-EQ_P-JASV-LEA04-M5,寧英,帶快換接頭的排氣節流閥(JASV-LEA04-M5),360,TWD,PCS,中華西路總部
07-EQ_P-JASV-LEB04-M5,寧英,帶快換接頭的排氣節流閥(JASV-LEB04-M5),360,TWD,PCS,中華西路總部
07-EQ_P-MHS4-32D-A93Z,寧英,四爪缸(MHS4-32D-A93Z),9000,TWD,PCS,中華西路總部
07-EQ_P-MHS4-32D-M9BZ,寧英,四爪缸(MHS4-32D-M9BZ),9000,TWD,PCS,中華西路總部
07-EQ_P-MHS4-50D-M9BZ,寧英,四爪缸(MHS4-50D-M9BZ),10000,TWD,PCS,中華西路總部
07-EQ_P-MY1B16G-200A-A93Z,寧英,機械接合式無桿氣壓缸(MY1B16G-200A-A93Z),6700,TWD,PCS,中華西路總部
07-EQ_P-RJ0604,寧英,油壓緩衝器(RJ0604),700,TWD,PCS,中華西路總部
07-EQ_P-SS5Y5-45FD-03U-C4,寧英,電磁閥底座(3連座)(SS5Y5-45FD-03U-C4),2200,TWD,PCS,中華西路總部
07-EQ_P-SX5000-76-6A,寧英,-板-件45*用(SX5000-76-6A),160,TWD,PCS,中華西路總部
07-EQ_P-ZCDUKD20-50D,寧英,ZCUK 系列 真空用气缸(ZCDUKD20-50D),1850,TWD,PCS,中華西路總部
07-EQ_P-ZP10UN,寧英,吸盤(ZP10UN),75,TWD,PCS,中華西路總部
07-H-OTHR-AN15-C08,寧英,消音器(AN15-C08),76,TWD,PCS,中華西路總部
07-H-OTHR-TCU0425B-2-23-X6,寧英,聚氨酯螺旋管(TCU0425B-2-23-X6),320,TWD,PCS,中華西路總部
07-H-OTHR-TCU0425B-3-5-X6,寧英,聚氨酯螺旋管 (TCU0425B-3-5-X6),330,TWD,PCS,中華西路總部
07-H-OTHR-TMA-04,寧英,多接頭卡座(TMA-04),110,TWD,PCS,中華西路總部
07-H-OTHR-VVQ1000-51A-C8,寧英,真空-壓閥用快換管接頭(VVQ1000-51A-C8),145,TWD,PCS,中華西路總部
07-H-OTHR-ZH10DSA-06-06-08S,寧英,ZH 系列 真空-生器 直接配管型(ZH10DSA-06-06-08S),390,TWD,PCS,中華西路總部
07-IDK04-100,寧英,防結露管(IDK04-100),750,TWD,SET,新信路生產基地
07-ISE20A-R-01-J,寧英,壓力感知器(ISE20A-R-01-J),1300,TWD,SET,新信路生產基地
07-JMGPM12-10-M9NL,寧英,雙軸汽缸(JMGPM12-10-M9NL),2300,TWD,SET,新信路生產基地
07-JMGPM12-50-M9NL,寧英,雙軸汽缸(JMGPM12-50-M9NL),3170,TWD,SET,新信路生產基地
07-KDM20-04,寧英,角型多管對接式插座 ( KDM20-04 ),2350,TWD,SET,新信路生產基地
07-KQ2H04-00A,寧英,快速接頭 KQ2H04-00A,40,TWD,SET,新信路生產基地
07-KQ2H04-M5A,寧英,KQ2H04-M5A,29,TWD,SET,新信路生產基地
07-KQ2H08-02AS,寧英,調壓閥接頭(KQ2H08-02AS),28,TWD,PCS,新信路生產基地
07-KQ2H10-02AS,寧英,KQ2H10-02AS,35,TWD,SET,新信路生產基地
07-KQ2L04-M5A,寧英,KQ2L04-M5A,41,TWD,SET,新信路生產基地
07-MGPWM20-100-A90L-X867,寧英,MGPWM20-100-A90L-X867,5700,TWD,SET,新信路生產基地
07-MGPWM20-100-A93L-X867,寧英,帶導桿汽缸(MGPWM20-100-A93L-X867),5500,TWD,SET,新信路生產基地
07-MHS4-32D,寧英,MHS4-32D(滑動導軌方式4爪型氣爪),8300,TWD,PCS,新信路生產基地
07-MXS12-100,寧英,滑台氣壓缸(MXS12-100),9670,TWD,SET,新信路生產基地
07-MXS8-75A-A90L,寧英,MXS8-75A-A90L,9500,TWD,SET,新信路生產基地
07-MXS8-75A-A93L,寧英,MXS8-75A-A93L,9500,TWD,SET,新信路生產基地
07-SS5Y5-45FD-04U-C4,寧英,電磁閥模組底座*4(SS5Y5-45FD-04U-C4,2260,TWD,SET,新信路生產基地
07-SS5Y5-45FD-05U-C4,寧英,電磁閥底座(5連座)(SS5Y5-45FD-05U-C4),2680,TWD,PCS,中華西路總部
07-SS5Y5-45FD-08U-C4,寧英,電磁閥模組底座*8(SS5Y5-45FD-08U-C4),3500,TWD,SET,新信路生產基地
07-SY5140-5FU,寧英,電磁閥(SY5140-5FU),1060,TWD,PCS,新信路生產基地
07-SY5245-5FU,寧英,SY5245-5FU,1590,TWD,SET,新信路生產基地
07-TCU0425B-1,寧英,聚氨酯伸縮管TCU ( TCU0425B-1 ),190,TWD,SET,新信路生產基地
07-TG-1,寧英,拔管工具(TG-1),300,TWD,SET,新信路生產基地
07-TM-04,寧英,TM 系列 附-相-元件 多管卡座(TM-04),40,TWD,SET,新信路生產基地
07-VR1210F-04,寧英,快速接頭梭動閥( VR1210F-04),300,TWD,PCS,新信路生產基地
07-ZCDUKD10-10D,寧英,ZCUK 系列 真空用气缸(ZCDUKD10-10D),1230,TWD,SET,新信路生產基地
07-ZCDUKD10-30D,寧英,ZCUK 系列 真空用气缸(ZCDUKD10-30D),1300,TWD,SET,新信路生產基地
07-ZK2C10K5ECA-06,寧英,真空產生器(ZK2C10K5ECA-06),5000,TWD,SET,新信路生產基地
07-ZP08UN-X11,寧英,吸盤(ZP08UN-X11),68,TWD,SET,新信路生產基地
07-ZP10UN,寧英,ZP10UN,80,TWD,SET,新信路生產基地
07-ZS-46-A2,寧英,壓力開關支托架(ZS-46-A2),60,TWD,PCS,新信路生產基地
07-ZZK204A-A1F-B,寧英,ZZK204A-A1F-B,3000,TWD,SET,新信路生產基地
07-ZZK204A-A1F-B-A,寧英,真空產生器底座(ZZK204A-A1F-B-A),2900,TWD,SET,新信路生產基地
07S-FIX-SY5120-5MZE-01,寧英,電磁閥(SY5120-5MZE),1100,TWD,PCS,新信路生產基地
07-CMOS-LASER-SENSER-MOUDLE,基恩斯,CMOS雷射感測器(感測頭+放大器模組+感測器用纜線+通訊模組),52500,TWD,SET,新信路生產基地
07-DL-RS1A,基恩斯,數位接觸式感測器 / 通訊模組 (DL-RS1A),10000,TWD,SET,新信路生產基地
07-FSN41N-FUR7F,基恩斯,FSN41N(放大器模組)+FUR7F(光纖感測頭),5900,TWD,SET,新信路生產基地
07-FU-R7F,基恩斯,光電感測器 / 光纖感測頭(FU-R7F),1600,TWD,PCS,新信路生產基地
07-IL-1000,基恩斯,CMOS雷射感測器/放大模組(IL-1000),16500,TWD,PCS,新信路生產基地
07-IL-S025,基恩斯,CMOS雷射感測器/感測頭 (IL-S025),24960,TWD,PCS,新信路生產基地
07-LASER-IL-1500,基恩斯,IL-1500-- 放大器模組,16500,TWD,SET,新信路生產基地
07-OP-35361,基恩斯,CV系列用纜線,300,TWD,SET,新信路生產基地
07-OP-87056,基恩斯,雷射位移感測器用纜線(OP-87056),1700,TWD,PCS,新信路生產基地
07-OP-88245,基恩斯,OP-88245 光電感測器/安裝支架,40,TWD,PCS,新信路生產基地
07-Proteus PCB Design Level 3,友環,Proteus PCB Design Level 3 (  單人商業版含6個,77400,TWD,SET,新信路生產基地
07-AAF03-TRANS-JIG,震昆,AAF-03 變壓器測試治具,8560,TWD,SET,新信路生產基地
07-AAF05-TRANS-JIG,震昆,AAF-05 變壓器測試治具,8560,TWD,SET,新信路生產基地
07-ABF04-TRANS-JIG,震昆,ABF-04D12 變壓器測試治具,7980,TWD,SET,新信路生產基地
07S-MOLD-DIE-3.6K,均宸,封裝模具退鉻重鍍,3600,TWD,SET,新信路生產基地
07-CB80M-B-S-N,承邦,CB80M-B-S-N*12mm 烙鐵頭,90,TWD,PCS,新信路生產基地
SD150A-E-110V,承邦,大功率烙鐵(SD150A-E-110V),7000,TWD,SET,新信路生產基地
07-08C-M3X15.8L,光迅,通孔型壓花螺柱-M3X15.8L(電鍍),25,TWD,PCS,新信路生產基地
07-MIW1000-ASM-1B,光迅,MIW1000點膠治具-彈簧夾(Φ0.5mm) 手工樣品,100,TWD,SET,新信路生產基地
07-MIW1000-ASM-2B,光迅,MIW1000點膠治具-彈簧夾(Φ1.0mm) 手工樣品,100,TWD,SET,新信路生產基地
07-MIW1000-ASM-3B,光迅,MIW1000-ASM-3B-彈簧夾(Φ1.0mm),100,TWD,PCS,新信路生產基地
07-MIW1000-DSC,光迅,MIW1000彈簧夾,2.6,TWD,PCS,新信路生產基地
07-MIW1001-DSC-KM,光迅,MIW1000彈簧夾刀模,6000,TWD,SET,新信路生產基地
07-MTQZ5075-1-59B,光迅,MTQZ5075鋁基板訊號PIN支架(簡易模具),35000,TWD,SET,新信路生產基地
07-MTQZ5075-1-60B,光迅,MTQZ5075鋁基板訊號PIN支架(簡易模樣品),13,TWD,PCS,新信路生產基地
FREIGHT,光迅,運費,3000,TWD,SET,新信路生產基地
07-3DX-700066-4PCS,凱德,SpaceMouse Wireless (附專用滑鼠包) ×4入,24800,TWD,SET,新信路生產基地
07-BFC200-A,行信行,二點式組合#BFC200-A,1092,TWD,PCS,新信路生產基地
07-BFR200-A,行信行,調壓過濾器#BFR200-A,784,TWD,PCS,新信路生產基地
07-CS-8G,行信行,感應器#CS-8G(無接點),336,TWD,PCS,新信路生產基地
07-CS-9D,行信行,感應器#CS-9D,132,TWD,PCS,新信路生產基地
07-CS-9D-5M,行信行,感應器#CS-9D-5M,200,TWD,PCS,新信路生產基地
07-CVTR-H,行信行,電纜線直角型##CVTR-H(CVAR/TR共用)M12x4P,276,TWD,SET,新信路生產基地
07-CVTR3092-133-O,行信行,電控比例閥#CVTR3092-133-O(入10V出V),6650,TWD,SET,新信路生產基地
07-D-SUB25PIN-3m,行信行,VKM.SRM.SRVB系列控制線#D-SUB25PIN-3m,245,TWD,PCS,新信路生產基地
07-EQ_P-MSL28-30,行信行,滑座氣缸#MSL28-30,1645,TWD,PCS,中華西路總部
07-HDM12,行信行,180度機械夾#HDM-12,1568,TWD,SET,新信路生產基地
07-HDZL-10,行信行,滑軌平行夾#HDZL-10,2562,TWD,SET,新信路生產基地
07-HVL601,行信行,手動閥#HVL601,405,TWD,SET,新信路生產基地
07-MSQC4M3,行信行,迷你直立接頭#MSQC4-M3,26,TWD,PCS,新信路生產基地
07-MSQL4-M3,行信行,迷你L型接頭#MSQL4-M3,31,TWD,SET,新信路生產基地
07-MSQL6-M5,行信行,迷你L型接頭#MSQL6-M5,26,TWD,PCS,新信路生產基地
07-MVS06-10-05-PA10-N-SG,行信行,MVS06-10迷你真空氣缸,1566,TWD,PCS,新信路生產基地
07-NB10-05-S,行信行,螺牙氣缸#NB10-05-S,441,TWD,PCS,新信路生產基地
07-PA-08-N,行信行,單層吸盤#PA-08-N,21,TWD,PCS,新信路生產基地
07-PA-10-N,行信行,單層吸盤#PA-10-N,25,TWD,PCS,新信路生產基地
07-QSC4-01-A,行信行,調速接頭#QSC4-01-A,86,TWD,PCS,新信路生產基地
07-QSC8-01-A,行信行,調速接頭#QSC8-01-A,93,TWD,PCS,新信路生產基地
07-QSM4-M3-A,行信行,迷你型調速接頭#QSM4-M3-A,77,TWD,PCS,新信路生產基地
07-QSU4-M5-A,行信行,L型調速接頭#QSU4-M5-A,98,TWD,PCS,新信路生產基地
07-SLB-01,行信行,消音器#SLB-01,24,TWD,SET,新信路生產基地
07-SLP-01,行信行,黑色樹酯消音器#SLP-01,15,TWD,PCS,新信路生產基地
07-SLP-02,行信行,黑色樹酯消音器#SLP-02,15,TWD,PCS,新信路生產基地
07-SM5101-DC24-L,行信行,電磁閥#SM5101-DC24-L,474,TWD,SET,新信路生產基地
07-SQC4-01,行信行,直立接頭#SQC4-01,20,TWD,PCS,新信路生產基地
07-SQC6-01,行信行,直立接頭#SQC6-01,24,TWD,SET,新信路生產基地
07-SQC8-02,行信行,直立接頭#SQC8-02,27,TWD,PCS,新信路生產基地
07-SQH64,行信行,二通接管接頭#SQH6-4,15,TWD,PCS,新信路生產基地
07-SQH86,行信行,二通接管接頭#SQH8-6,17,TWD,PCS,新信路生產基地
07-SR5101-DC24-L,行信行,電磁閥#SR5101-DC24-L,475,TWD,PCS,新信路生產基地
07-SRVB5000-09F,行信行,底座#SRVB5000-09F,1043,TWD,PCS,新信路生產基地
07-SRVB5200-05F,行信行,底座#SRVB5200-05F,989,TWD,SET,新信路生產基地
07-SRVB5200C4-D2P,行信行,電池閥#SRVB5200C4-D2P(DC24V+COM),684,TWD,PCS,新信路生產基地
07-SRVB5200C8-D2P,行信行,電池閥#SRVB5200C8-D2P(DC24V+COM),702,TWD,PCS,新信路生產基地
07-TD10-20-SD2,行信行,雙軸缸#TD10-20,822,TWD,PCS,新信路生產基地
07-TD40-100-SD2,行信行,雙軸缸#TD40-100,3096,TWD,PCS,新信路生產基地
07-TD40-50-SD2,行信行,雙軸氣壓缸,2870,TWD,PCS,新信路生產基地
07-TD6-10,行信行,雙軸缸#TD6-10,728,TWD,PCS,新信路生產基地
07-VKM15-B-00-E4-10-DC,行信行,真空發生器聯座型 VKM15-B-00-E4-10-DC,2895,TWD,SET,新信路生產基地
07-VKMX-08-E5-K3-04-C4,行信行,真空發生器聯座側板#VKMX-08-E5-K3-04-C4,1120,TWD,PCS,新信路生產基地
07-VKMX-08-E5-K3-05,行信行,真空發生器聯座側板 VKMX-08-E5-K3-05,1120,TWD,SET,新信路生產基地
07-XB-CVTRL,行信行,L型托架(CVTR、CVAR)#XB-CVTRL,66,TWD,SET,新信路生產基地
07S-FIX-VKM15-B-0.6K,行信行,維修品#VKM15-B-00-E4-10-D2-H2-P04,600,TWD,PCS,中華西路總部
07S-MVS06-10-05-PA10-N-SG,行信行,MVS06-10迷你真空氣缸維修,350,TWD,SET,新信路生產基地
INS-E3642A,品勛,E3642A 50W電源供應器,32500,TWD,SET,新信路生產基地
INS-E4980AL-032,品勛,E4980AL-032 LCR meter,157500,TWD,SET,新信路生產基地
07-112012-1H,捷胤,分線機入線機構,4050,TWD,SET,新信路生產基地
07-112012-2H,捷胤,分線機分線機構,2775,TWD,SET,新信路生產基地
07-112012-2H-revise,捷胤,(01) 分線機分線治具本體&轉軸修改,900,TWD,SET,新信路生產基地
07-BEM8-08-AX-Brass,捷胤,BEM8-08繞線軸心夾式-黃銅,3300,TWD,PCS,新信路生產基地
07-BEPC13-02-AX-Brass,捷胤,BEPC13-02繞線軸心夾式-黃銅,3300,TWD,PCS,新信路生產基地
07-CNC-SPRING-AXIS-1,捷胤,可伸縮彈性軸零件1,750,TWD,PCS,新信路生產基地
07-CNC-SPRING-AXIS-2,捷胤,可伸縮彈性軸零件2,550,TWD,PCS,新信路生產基地
07-FAMTS-1-TP-CCD-MDWEXMD,捷胤,全自動多功能測試系統_腳位辨識站_MDW 檢驗模型,2025,TWD,PCS,中華西路總部
07-FAMTS-1-TP-CCD-MIWEXMD,捷胤,全自動多功能測試系統_腳位辨識站_MIW 檢驗模型,2025,TWD,PCS,中華西路總部
07-FAMTS-1-TP-CCD-MJWEXMD,捷胤,全自動多功能測試系統_腳位辨識站_MJW 檢驗模型,750,TWD,PCS,中華西路總部
07-FAMTS-1-TP-CCD-MKWEXMD,捷胤,全自動多功能測試系統_腳位辨識站_MKW 檢驗模型,750,TWD,PCS,中華西路總部
07-FED15-001-AX-Brass,捷胤,FED15-001繞線軸心夾式-黃銅,3300,TWD,PCS,新信路生產基地
07-FIXTURE PROCESSING,捷胤,治具板增辨識點,250,TWD,PCS,新信路生產基地
07-GANTRY ARM-CON-C,捷胤,連接柱(GANTRY ARM-CON-C),1000,TWD,SET,新信路生產基地
07-GANTRY ARM-CON-C-EXT-1,捷胤,連接柱 外移銜接板1,650,TWD,PCS,新信路生產基地
07-GANTRY ARM-CON-C-EXT-2,捷胤,連接柱 外移銜接板2,550,TWD,PCS,新信路生產基地
07-GANTRY ARM-CON-C-EXT-3,捷胤,連接柱 外移銜接板3,550,TWD,PCS,新信路生產基地
07-GANTRY ARM-CON-RIB-P,捷胤,L連接肋板(GANTRY ARM-CON-RIB-P),600,TWD,SET,新信路生產基地
07-GANTRY ARM-NOZ-CON-P,捷胤,吸嘴電動缸連接板(GANTRY ARM-NOZ-CON-P),2400,TWD,SET,新信路生產基地
07-GANTRY ARM-NOZ-EDGE-B,捷胤,板邊吸嘴安裝塊(GANTRY ARM-NOZ-EDGE-B),600,TWD,SET,新信路生產基地
07-GANTRY ARM-NOZ-EDGE-B-BOOST,捷胤,板邊吸嘴墊塊,600,TWD,PCS,新信路生產基地
07-GANTRY ARM-NOZ-P,捷胤,吸嘴安裝板(GANTRY ARM-NOZ-P),1600,TWD,SET,新信路生產基地
07-GANTRY ARM-NOZ-P-BOOST,捷胤,吸嘴安裝板墊塊,640,TWD,PCS,新信路生產基地
07-GANTRY ARM-NOZ-SHELL-SM,捷胤,吸嘴模組板金外殼(GANTRY ARM-NOZ-SHELL-SM),3000,TWD,SET,新信路生產基地
07-GANTRY ARM-X-MIN-TRA-P,捷胤,小X軸轉接板(GANTRY ARM-X-MIN-TRA-P),1200,TWD,SET,新信路生產基地
07-GANTRY ARM-XY-MIN-CON-P,捷胤,兩軸結合固定板(GANTRY ARM-XY-MIN-CON-P),2400,TWD,SET,新信路生產基地
07-GANTRY ARM-XZ-CON-P,捷胤,XZ軸銜接板(GANTRY ARM-XZ-CON-P),1200,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-MIN-TRA-P,捷胤,小Y軸轉接板(GANTRY ARM-Y-MIN-TRA-P),1200,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-PLA-1,捷胤,Y軸載台1(GANTRY ARM-Y-PLA-1),1400,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-PLA-2,捷胤,Y軸載台2(GANTRY ARM-Y-PLA-2),2000,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-PLA-CON-B,捷胤,Y軸載台連接塊(GANTRY ARM-Y-PLA-CON-B),1000,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-PLA-LB,捷胤,Y軸載台L調整塊(GANTRY ARM-Y-PLA-LB),2000,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-S-SM,捷胤,Y軸側蓋板金(GANTRY ARM-Y-S-SM),1200,TWD,SET,新信路生產基地
07-GANTRY ARM-Y-T-SM,捷胤,Y軸板金護蓋(GANTRY ARM-Y-T-SM),1980,TWD,SET,新信路生產基地
07-GANTRY ARM-Z-NOZ-CON-LP-1,捷胤,Z軸吸嘴模組L連接板1(GANTRY ARM-Z-NOZ-CON-LP-1),1600,TWD,SET,新信路生產基地
07-GANTRY ARM-Z-NOZ-CON-LP-2,捷胤,Z軸吸嘴模組L連接板2(GANTRY ARM-Z-NOZ-CON-LP-2),1600,TWD,SET,新信路生產基地
07-GANTRY ARM-Z-NOZ-CON-P,捷胤,Z軸吸嘴模組連接板(GANTRY ARM-Z-NOZ-CON-P),2400,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-PIL-MIW,捷胤,龍門ATE_雙接點模組_導柱_MIW(07-GANTRY-ATE-D-PIL,770,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-PIN-B1-MIW,捷胤,龍門ATE_雙接點模組_探針固定塊_MIW(07-GANTRY-ATE-D-,3780,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-PIN-B2-MIW,捷胤,龍門ATE_雙接點模組_探針固定塊蓋板_MIW(07-GANTRY-ATE-,1680,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-PIN-B3-MIW,捷胤,龍門ATE_雙接點模組_下壓板_MIW(07-GANTRY-ATE-D-PI,630,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-TRAY-H-L-MIW,捷胤,龍門ATE_雙接點模組_粹盤墊高條_MIW_L (07-GANTRY-ATE,980,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-TRAY-H-R-MIW,捷胤,龍門ATE_雙接點模組_粹盤墊高條_MIW_R(07-GANTRY-ATE-,980,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-TRAY-MIW,捷胤,龍門ATE_雙接點模組_粹盤_MIW(07-GANTRY-ATE-D-TRA,3640,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-X-TABLE-MIW,捷胤,龍門ATE_雙接點模組_X軸平台_MIW(07-GANTRY-ATE-D-X,2660,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-Z-B1-MIW,捷胤,龍門ATE_雙接點模組_測試座定位塊_MIW(07-GANTRY-ATE-D,910,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-Z-P1-MIW,捷胤,龍門ATE_雙接點模組_Z軸轉接板_MIW(07-GANTRY-ATE-D-,1400,TWD,SET,新信路生產基地
07-GANTRY-ATE-D-Z-P2-MIW,捷胤,龍門ATE_雙接點模組_Z軸三角板_MIW(07-GANTRY-ATE-D-,700,TWD,SET,新信路生產基地
